timestamp,ro_reject_tds,ro_reject_temperature,ro_reject_level,ro_reject_flow,rainwater_tds,rainwater_temperature,rainwater_level,rainwater_flow,blend_ratio_ro,blend_ratio_rain,blended_tds,blended_temperature,blended_level,blended_flow,target_tds,use_case,is_optimal,anomaly_detected,tds_change_rate,predicted_tds_60s
2025-01-01T01:24:00,1151.55,30.41,75.21,2.329,59.46,24.19,61.34,2.854,0.95,0.05,1096.9,29.67,54.35,2.084,1500,floor_cleaning,0,0,-0.481,1070.12
2025-01-01T01:26:00,1131.79,29.72,76.66,2.473,58.46,25.63,62.12,2.849,0.95,0.05,1078.1,30.21,58.37,2.5,1500,floor_cleaning,0,0,-0.2714,1062.43
2025-01-01T01:28:00,1202.96,29.99,76.38,2.425,63.34,25.74,59.59,2.83,0.75,0.25,918.1,28.69,55.93,2.589,700,toilet,0,0,-0.0058,918.37
2025-01-01T01:30:00,1106.9,30.23,75.06,2.283,59.84,24.58,63.56,3.204,0.95,0.05,1054.6,29.93,57.82,2.316,2000,floor_cleaning,0,0,0.0336,1049.63
2025-01-01T01:32:00,1171.22,30.41,76.45,2.753,62.19,26.0,61.63,2.749,0.41,0.59,516.9,27.68,53.53,2.55,400,toilet,0,0,0.1303,532.54
2025-01-01T01:34:00,1137.31,29.57,74.95,2.692,59.36,24.88,61.82,3.377,0.43,0.57,522.9,26.59,57.9,2.883,400,toilet,0,0,0.3041,531.08
2025-01-01T01:36:00,1128.63,30.48,76.24,2.691,60.29,26.26,60.38,3.124,0.95,0.05,1075.2,30.22,56.91,2.74,1500,floor_cleaning,0,0,0.4454,1106.18
2025-01-01T01:38:00,1131.93,31.29,77.31,2.614,57.39,25.68,61.71,2.743,0.95,0.05,1078.2,30.97,54.56,2.525,1000,floor_cleaning,1,0,-0.1311,1070.45
2025-01-01T01:40:00,1157.96,30.74,75.71,2.154,58.9,26.38,61.95,3.562,0.95,0.05,1751.63,30.52,58.64,2.256,2000,irrigation,1,1,-0.5943,1716.08
2025-01-01T01:42:00,1182.9,30.79,76.12,2.728,62.57,25.29,61.64,2.927,0.95,0.05,1126.9,30.55,59.86,2.673,1000,floor_cleaning,1,0,-0.0488,1121.56
2025-01-01T01:44:00,1251.43,30.22,77.65,2.617,57.8,25.55,68.28,3.414,0.39,0.61,523.3,27.79,60.71,2.857,400,toilet,0,0,0.0049,519.6
2025-01-01T01:46:00,1187.51,31.26,74.03,2.51,65.57,24.92,66.37,2.507,0.4,0.6,514.3,27.42,58.5,2.382,400,toilet,0,0,0.3271,531.54
2025-01-01T01:48:00,1208.64,29.98,77.37,2.754,65.43,25.81,65.07,3.24,0.95,0.05,1151.5,29.79,55.79,3.034,1000,floor_cleaning,0,0,-0.248,1140.29
2025-01-01T01:50:00,1190.04,29.57,80.25,2.352,63.45,24.72,64.52,2.474,0.76,0.24,919.7,29.01,60.84,2.413,700,toilet,0,0,-0.511,883.62
2025-01-01T01:52:00,1232.89,30.02,76.67,2.464,61.63,25.35,63.33,2.885,0.95,0.05,1174.3,29.75,61.54,2.445,1500,floor_cleaning,0,0,0.0737,1175.17
2025-01-01T01:54:00,1262.18,29.03,77.76,2.208,57.69,25.26,64.29,2.87,0.95,0.05,1202.0,28.7,58.38,2.121,1000,floor_cleaning,0,0,0.3464,1226.89
2025-01-01T01:56:00,1237.44,30.07,77.59,2.094,67.86,26.2,63.76,3.224,0.73,0.27,921.7,28.64,60.42,2.431,700,toilet,0,0,0.1684,928.01
2025-01-01T01:58:00,1173.48,30.28,77.26,2.374,61.55,25.6,62.78,2.744,0.95,0.05,1117.9,29.49,58.08,2.329,1500,floor_cleaning,0,0,-0.2579,1104.07
2025-01-01T02:00:00,1147.09,30.14,78.07,2.569,64.03,25.71,62.9,3.183,0.79,0.21,919.6,29.05,60.34,2.689,700,toilet,0,0,-0.06,918.42
2025-01-01T02:02:00,1165.53,31.85,79.49,2.595,54.66,26.76,63.01,3.258,0.78,0.22,921.1,30.17,56.93,2.897,700,toilet,0,0,-0.3274,896.27
2025-01-01T02:04:00,1197.38,29.76,80.69,2.261,66.93,25.63,64.11,3.241,0.95,0.05,1140.9,30.0,62.88,2.254,2000,floor_cleaning,0,0,0.2755,1160.1
2025-01-01T02:06:00,1293.71,31.09,78.62,2.34,63.33,26.68,68.73,3.59,0.95,0.05,1232.2,30.6,58.57,2.453,1000,floor_cleaning,0,0,0.1608,1241.21
2025-01-01T02:08:00,1309.0,30.44,79.14,1.948,69.15,25.93,62.87,3.317,0.36,0.64,515.5,27.76,60.91,2.824,400,toilet,0,0,-0.2339,496.23
2025-01-01T02:10:00,1264.17,30.08,81.77,2.226,64.48,26.59,64.71,2.733,0.95,0.05,1204.2,29.63,58.66,2.361,1500,floor_cleaning,0,0,0.4632,1241.3
2025-01-01T02:12:00,1200.13,31.42,82.95,2.74,66.17,26.61,63.92,2.653,0.95,0.05,1143.4,31.17,58.18,2.682,2000,floor_cleaning,0,0,0.0698,1142.48
2025-01-01T02:14:00,1224.7,30.91,80.25,2.351,66.55,27.19,64.43,3.296,0.95,0.05,1166.8,30.99,59.16,2.365,2000,floor_cleaning,0,0,-0.1276,1172.1
2025-01-01T02:16:00,1310.14,30.42,81.48,2.575,58.73,25.16,67.45,3.068,0.69,0.31,922.2,28.95,64.13,2.557,700,toilet,0,0,-0.1332,915.62
2025-01-01T02:18:00,1192.75,30.97,77.89,2.367,62.89,27.81,65.32,2.584,0.4,0.6,514.8,28.94,60.33,2.501,400,toilet,0,0,0.055,514.53
2025-01-01T02:20:00,1214.26,31.16,83.39,2.606,59.26,26.15,62.66,3.062,0.95,0.05,1156.5,30.71,60.54,2.47,2000,floor_cleaning,0,0,-0.32,1143.46
2025-01-01T02:22:00,1190.84,30.55,83.23,3.211,66.97,26.64,64.49,3.295,0.95,0.05,1134.6,30.66,63.03,3.322,1500,floor_cleaning,0,0,0.2204,1149.43
2025-01-01T02:24:00,1190.45,30.28,78.79,3.076,61.36,26.24,65.63,2.933,0.4,0.6,513.0,27.56,56.92,2.971,400,toilet,0,0,-0.2053,497.25
2025-01-01T02:26:00,1244.88,30.51,82.85,2.423,65.76,25.68,67.81,2.903,0.95,0.05,1185.9,30.39,60.91,2.4,1500,floor_cleaning,0,0,0.4038,1214.8
2025-01-01T02:28:00,1260.18,30.15,79.69,2.367,64.39,26.64,64.85,3.282,0.95,0.05,1200.4,29.84,54.24,2.322,1500,floor_cleaning,0,0,-0.1647,1187.46
2025-01-01T02:30:00,1222.29,30.65,80.66,2.8,69.33,25.83,69.3,2.611,0.95,0.05,1164.6,30.17,62.0,2.616,2000,floor_cleaning,0,0,-0.0432,1161.11
2025-01-01T02:32:00,1324.68,30.41,81.66,2.625,64.7,26.03,66.81,3.022,0.68,0.32,921.5,28.87,61.5,2.729,700,toilet,0,0,-0.0556,918.08
2025-01-01T02:34:00,1207.94,30.43,82.64,2.281,69.52,26.61,64.5,3.068,0.75,0.25,923.3,29.52,61.78,2.493,700,toilet,0,0,-0.2952,907.43
2025-01-01T02:36:00,1204.3,30.54,82.47,2.734,64.95,26.73,66.04,2.71,0.95,0.05,1147.3,30.63,61.62,2.719,2000,floor_cleaning,0,0,-0.0218,1144.9
2025-01-01T02:38:00,1279.17,31.25,83.15,2.488,66.38,26.54,66.1,2.727,0.95,0.05,1218.5,31.34,59.92,2.398,2000,floor_cleaning,0,0,-0.3941,1199.81
2025-01-01T02:40:00,1197.57,31.22,83.58,2.581,63.14,26.8,66.43,2.847,0.95,0.05,2081.88,31.13,57.93,2.738,1500,construction,0,1,-0.5863,2054.9
2025-01-01T02:42:00,1301.36,31.0,84.65,2.302,65.85,26.42,69.36,2.927,0.95,0.05,1239.6,30.93,59.67,2.318,2000,floor_cleaning,0,0,0.0458,1237.76
2025-01-01T02:44:00,1322.27,30.74,83.04,2.575,66.43,26.95,69.75,3.332,0.36,0.64,518.5,28.37,58.52,3.066,400,toilet,0,0,-0.5065,477.33
2025-01-01T02:46:00,1290.52,30.17,81.77,2.217,61.98,26.44,67.09,3.236,0.95,0.05,1229.1,30.12,59.53,2.21,1000,floor_cleaning,0,0,0.2983,1249.5
2025-01-01T02:48:00,1303.38,31.12,82.27,2.78,68.27,26.64,66.39,2.868,0.95,0.05,1241.6,31.06,56.5,2.543,2000,floor_cleaning,0,0,0.1698,1249.24
2025-01-01T02:50:00,1222.28,30.64,83.08,2.587,67.59,27.1,67.09,2.937,0.74,0.26,2035.65,29.37,64.66,2.668,700,construction,0,1,-0.2201,2019.42
2025-01-01T02:52:00,1303.79,30.69,83.44,2.202,71.65,26.97,67.41,3.185,0.95,0.05,1242.2,30.4,65.63,2.116,2000,floor_cleaning,0,0,-0.5436,1212.74
2025-01-01T02:54:00,1229.78,30.7,82.71,2.192,74.46,26.58,66.54,2.532,0.95,0.05,1172.0,30.1,60.48,2.132,1000,floor_cleaning,0,0,0.3246,1197.08
2025-01-01T02:56:00,1427.88,30.31,83.9,2.454,65.56,26.22,70.37,3.024,0.63,0.37,923.8,28.81,60.34,2.742,700,toilet,0,0,-0.0,921.3
2025-01-01T02:58:00,1351.59,30.23,83.28,2.483,63.52,26.23,65.16,2.761,0.67,0.33,926.5,28.63,64.13,2.382,700,toilet,0,0,0.0654,927.62
2025-01-01T03:00:00,1219.68,31.24,82.93,2.368,65.2,26.98,68.87,2.738,0.95,0.05,1162.0,31.54,61.2,2.451,2000,floor_cleaning,0,0,-0.1118,1152.46
2025-01-01T03:02:00,1210.31,30.01,84.62,2.542,64.01,26.57,69.63,3.102,0.95,0.05,1153.0,30.23,59.85,2.585,1000,floor_cleaning,0,0,0.4332,1175.83
2025-01-01T03:04:00,1245.45,30.97,84.53,2.559,64.25,27.08,69.6,2.908,0.73,0.27,926.5,30.44,58.5,2.539,700,toilet,0,0,0.1536,932.25
2025-01-01T03:06:00,1309.2,31.38,84.35,2.462,69.71,26.79,67.46,3.041,0.95,0.05,1247.2,31.22,64.92,2.64,1500,floor_cleaning,0,0,-0.0292,1245.61
2025-01-01T03:08:00,1309.64,31.22,84.93,2.283,67.85,26.27,70.74,3.127,0.95,0.05,1247.5,31.0,66.05,2.295,1000,floor_cleaning,0,0,-0.0753,1246.03
2025-01-01T03:10:00,1225.53,30.13,83.41,2.216,66.13,26.94,69.67,2.812,0.74,0.26,924.1,29.62,68.41,2.536,700,toilet,0,0,0.334,946.66
2025-01-01T03:12:00,1126.27,30.9,82.44,2.434,63.97,27.12,71.28,2.978,0.43,0.57,520.8,28.95,63.43,2.709,400,toilet,0,0,-0.1171,506.46
2025-01-01T03:14:00,1238.07,31.36,85.27,2.348,73.13,27.39,67.04,3.272,0.73,0.27,923.5,30.25,66.75,2.685,700,toilet,0,0,-0.2413,910.12
2025-01-01T03:16:00,1315.11,31.08,87.96,2.621,58.75,26.86,68.41,2.951,0.69,0.31,925.6,29.84,62.23,2.663,700,toilet,0,0,-0.1988,915.3
2025-01-01T03:18:00,1231.47,30.42,85.32,2.675,68.4,27.36,73.07,2.712,0.95,0.05,1173.3,30.67,62.76,2.623,1000,floor_cleaning,0,0,-0.4461,1140.96
2025-01-01T03:20:00,1242.15,30.8,86.49,2.642,67.77,27.75,67.34,3.164,0.95,0.05,1183.4,30.55,57.5,2.561,1000,floor_cleaning,0,0,-0.2118,1165.03
2025-01-01T03:22:00,1217.2,31.81,85.27,2.301,71.88,27.09,69.1,3.458,0.95,0.05,1817.83,31.69,63.5,2.248,1500,irrigation,0,1,-0.2878,1804.91
2025-01-01T03:24:00,1227.52,30.36,85.99,2.439,70.1,26.4,68.38,2.955,0.95,0.05,1169.7,30.53,65.84,2.343,1000,floor_cleaning,0,0,0.0018,1166.2
2025-01-01T03:26:00,1275.36,30.88,86.34,2.664,69.81,27.68,69.37,3.337,0.95,0.05,1215.1,31.13,61.24,2.246,1500,floor_cleaning,0,0,0.2915,1220.43
2025-01-01T03:28:00,1368.64,30.83,84.03,2.255,69.29,27.6,72.56,3.315,0.66,0.34,926.9,29.58,63.22,2.637,700,toilet,0,0,0.1563,936.57
2025-01-01T03:30:00,1282.21,30.34,84.08,2.584,66.0,27.0,70.28,2.655,0.95,0.05,1221.4,31.28,63.93,2.348,1500,floor_cleaning,0,0,0.719,1270.53
2025-01-01T03:32:00,1259.89,30.36,84.0,2.334,74.76,26.54,70.12,2.883,0.71,0.29,916.2,29.34,62.98,2.544,700,toilet,0,0,0.1216,925.75
2025-01-01T03:34:00,1336.29,30.73,83.2,2.896,67.79,27.45,69.78,2.799,0.67,0.33,917.7,29.36,62.66,2.822,700,toilet,0,0,-0.2541,897.27
2025-01-01T03:36:00,1270.65,30.67,82.16,2.196,66.47,28.29,75.36,3.123,0.37,0.63,1096.42,28.78,61.86,2.795,400,floor_cleaning,0,1,-0.3097,1074.07
2025-01-01T03:38:00,1253.21,30.48,83.79,2.721,69.72,27.54,68.3,2.973,0.38,0.62,519.4,28.77,61.18,2.958,400,toilet,0,0,-0.0897,516.37
2025-01-01T03:40:00,1330.95,30.41,86.39,2.486,66.14,27.82,70.47,2.989,0.68,0.32,926.2,29.56,65.62,2.737,700,toilet,0,0,0.142,929.56
2025-01-01T03:42:00,1350.94,30.81,88.26,2.596,73.8,26.88,70.73,3.023,0.95,0.05,1287.1,30.27,65.94,2.511,2000,floor_cleaning,0,0,0.2532,1304.97
2025-01-01T03:44:00,1267.15,30.9,84.43,2.468,70.34,28.04,73.5,2.701,0.95,0.05,1207.3,30.94,61.61,2.628,1000,floor_cleaning,0,0,-0.3257,1188.17
2025-01-01T03:46:00,1256.26,30.11,86.21,2.587,75.7,27.92,72.99,3.018,0.95,0.05,1197.2,29.76,68.99,2.849,2000,floor_cleaning,0,0,-0.4197,1177.52
2025-01-01T03:48:00,1241.71,31.97,84.97,2.367,67.38,27.32,73.1,3.037,0.95,0.05,1183.0,31.57,63.77,2.452,1000,floor_cleaning,0,0,-0.1024,1180.83
2025-01-01T03:50:00,1289.62,30.05,86.42,2.648,67.72,26.72,71.97,2.692,0.95,0.05,1228.5,29.91,61.41,2.796,1500,floor_cleaning,0,0,0.394,1251.31
2025-01-01T03:52:00,1334.58,29.75,84.82,2.457,62.62,27.62,72.98,2.594,0.95,0.05,1271.0,29.97,64.99,2.269,2000,floor_cleaning,0,0,-0.0727,1267.39
2025-01-01T03:54:00,1260.86,30.87,83.84,2.221,69.58,27.63,74.51,2.784,0.71,0.29,915.4,30.08,65.02,2.119,700,toilet,0,0,0.3414,930.03
2025-01-01T03:56:00,1339.39,30.78,85.39,2.671,69.89,26.86,71.92,3.136,0.95,0.05,1275.9,30.27,67.66,2.659,2000,floor_cleaning,0,0,-0.4236,1248.09
2025-01-01T03:58:00,1246.64,30.79,86.19,2.367,71.43,27.9,72.25,2.96,0.95,0.05,1187.9,30.84,60.74,2.623,1500,floor_cleaning,0,0,0.0675,1188.11
2025-01-01T04:00:00,1372.58,31.24,81.54,2.884,76.26,26.22,73.29,2.813,0.95,0.05,1307.8,31.58,67.05,2.747,1000,floor_cleaning,0,0,-0.4133,1285.11
2025-01-01T04:02:00,1413.18,30.47,87.16,2.487,74.38,27.46,71.18,3.495,0.63,0.37,917.8,29.56,66.83,2.908,700,toilet,0,0,-0.0281,913.86
2025-01-01T04:04:00,1318.86,30.48,81.28,2.357,65.71,28.21,74.71,2.811,0.68,0.32,917.8,29.7,66.41,2.702,700,toilet,0,0,0.1865,926.89
2025-01-01T04:06:00,1288.05,30.43,81.68,2.939,74.86,26.6,75.08,3.06,0.95,0.05,1227.4,30.21,66.07,3.17,1500,floor_cleaning,0,0,0.1724,1234.77
2025-01-01T04:08:00,1363.9,30.61,81.86,2.224,71.05,28.05,71.45,2.773,0.66,0.34,924.3,29.55,64.78,2.465,700,toilet,0,0,0.1162,927.54
2025-01-01T04:10:00,1332.28,30.85,87.51,2.566,68.66,27.56,71.88,3.317,0.95,0.05,1269.1,30.18,67.77,2.704,1500,floor_cleaning,0,0,0.0658,1275.57
2025-01-01T04:12:00,1305.24,30.84,84.85,2.646,73.62,26.2,72.23,3.364,0.36,0.64,517.0,27.73,65.99,3.02,400,toilet,0,0,-0.2919,503.57
2025-01-01T04:14:00,1392.25,31.52,83.27,2.538,67.96,26.74,69.46,2.886,0.64,0.36,915.5,29.96,57.13,2.775,700,toilet,0,0,-0.3272,901.42
2025-01-01T04:16:00,1401.57,29.83,85.91,2.146,74.11,26.76,70.38,2.761,0.95,0.05,1335.2,29.64,63.61,2.141,2000,floor_cleaning,0,0,-0.042,1327.01
2025-01-01T04:18:00,1307.97,30.02,84.43,2.386,77.79,27.89,74.69,2.909,0.95,0.05,1246.5,29.85,65.93,2.434,2000,floor_cleaning,0,0,-0.3332,1229.77
2025-01-01T04:20:00,1253.64,29.97,84.7,2.539,73.99,27.67,73.97,3.092,0.95,0.05,1194.7,30.74,67.91,2.611,1500,floor_cleaning,0,0,-0.0453,1193.14
2025-01-01T04:22:00,1323.3,29.39,86.37,2.555,63.93,27.29,72.07,3.235,0.95,0.05,1260.3,29.27,63.14,2.415,1500,floor_cleaning,0,0,-0.4236,1233.11
2025-01-01T04:24:00,1310.61,30.54,82.73,2.443,73.92,27.27,74.49,3.001,0.95,0.05,1248.8,30.31,62.07,2.406,1000,floor_cleaning,0,0,0.1491,1254.93
2025-01-01T04:26:00,1338.46,30.66,87.91,2.505,73.48,27.26,71.52,3.463,0.67,0.33,921.0,29.29,65.31,2.843,700,toilet,0,0,-0.3821,893.58
2025-01-01T04:28:00,1415.38,30.46,83.65,2.584,76.1,28.76,76.69,3.099,0.93,0.07,1321.6,30.68,63.09,2.421,1000,floor_cleaning,0,0,-0.2415,1308.64
2025-01-01T04:30:00,1297.29,31.37,81.16,2.295,74.21,27.58,77.13,2.672,0.69,0.31,918.1,29.93,62.09,2.474,700,toilet,0,0,0.7042,958.29
2025-01-01T04:32:00,1289.5,29.15,83.83,2.688,77.02,28.14,74.5,2.728,0.69,0.31,913.6,28.7,60.31,2.85,700,toilet,0,0,-0.1969,908.04
2025-01-01T04:34:00,1321.19,30.34,85.45,2.583,80.19,28.67,72.5,3.322,0.67,0.33,911.7,30.06,62.33,2.962,700,toilet,0,0,0.113,918.96
2025-01-01T04:36:00,1359.79,29.26,83.89,2.377,77.25,28.9,73.03,3.496,0.66,0.34,923.7,29.28,64.58,2.915,700,toilet,0,0,-0.0009,923.96
2025-01-01T04:38:00,1409.51,30.34,87.98,2.173,73.21,27.25,76.62,2.882,0.95,0.05,1342.7,30.37,60.33,2.25,2000,floor_cleaning,0,0,-0.0876,1329.1
2025-01-01T04:40:00,1322.28,30.29,84.12,2.556,79.52,27.07,77.67,3.031,0.95,0.05,1260.1,29.98,65.66,2.52,2000,floor_cleaning,0,0,0.2571,1278.47
2025-01-01T04:42:00,1284.03,29.38,82.13,2.483,82.6,28.55,74.26,2.855,0.95,0.05,1224.0,29.34,64.38,2.359,1000,floor_cleaning,0,0,0.325,1240.38
2025-01-01T04:44:00,1327.71,29.69,87.36,2.582,81.02,27.5,75.24,2.754,0.67,0.33,916.3,29.09,66.43,2.594,700,toilet,0,0,0.0289,910.48
2025-01-01T04:46:00,1245.13,30.55,82.81,2.745,76.33,27.71,75.35,2.948,0.95,0.05,2745.02,30.04,62.8,2.534,1000,construction,0,1,0.1204,2750.97
2025-01-01T04:48:00,1366.14,29.96,84.75,2.728,77.21,27.4,73.49,3.14,0.95,0.05,1301.7,29.85,68.98,2.669,1500,floor_cleaning,1,0,0.5354,1347.36
2025-01-01T04:50:00,1422.47,29.63,83.59,2.339,78.23,27.03,75.8,2.971,0.95,0.05,1355.3,29.38,61.48,2.655,1500,floor_cleaning,1,0,0.6281,1391.25
